datetime,date,time,temp,weather,wind,wind_direction,humidity,pressure,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2021-10-16 12:00:00,2021-10-16,12:00,29.0,Light rain. Broken clouds.,6,0.0,84.0,1008.0,5,1708.98,17.88,36.67,0.03,29.56,62.3,72.21,8.61
2021-10-16 13:00:00,2021-10-16,13:00,29.0,Sprinkles. Broken clouds.,6,0.0,89.0,1007.0,5,1735.69,16.54,33.93,0.03,25.75,63.94,75.84,8.99
2021-10-16 14:00:00,2021-10-16,14:00,29.0,Broken clouds.,6,0.0,70.0,1006.0,5,1628.88,13.86,31.19,0.07,23.37,61.01,72.78,8.87
2021-10-16 15:00:00,2021-10-16,15:00,,,,,,,5,1482.01,10.84,28.1,0.15,20.74,55.86,65.89,8.61
2021-10-16 16:00:00,2021-10-16,16:00,28.0,Broken clouds.,6,270.0,84.0,1006.0,4,1321.79,7.94,25.71,0.32,17.41,48.7,56.97,7.73
2021-10-16 17:00:00,2021-10-16,17:00,27.0,Light rain. Broken clouds.,9,20.0,89.0,1006.0,4,1161.58,6.04,23.99,0.49,14.54,40.83,46.84,6.33
2021-10-16 18:00:00,2021-10-16,18:00,26.0,Light rain. Partly cloudy.,4,80.0,94.0,1007.0,4,1014.71,4.64,22.96,0.78,14.19,35.8,40.35,5.7
2021-10-16 19:00:00,2021-10-16,19:00,26.0,Light rain. Partly cloudy.,4,0.0,100.0,1008.0,4,894.55,2.38,21.59,2.53,13.23,31.75,35.4,5.26
2021-10-16 20:00:00,2021-10-16,20:00,25.0,Partly cloudy.,9,240.0,94.0,1009.0,4,867.84,1.45,20.39,4.11,12.99,30.75,34.06,5.13
2021-10-16 21:00:00,2021-10-16,21:00,25.0,Passing clouds.,6,250.0,94.0,1009.0,4,867.84,1.66,20.05,3.67,13.83,30.91,34.05,5.0
2021-10-16 22:00:00,2021-10-16,22:00,25.0,Passing clouds.,4,280.0,94.0,1009.0,4,867.84,2.68,20.05,2.15,15.5,31.03,34.26,5.0
2021-10-16 23:00:00,2021-10-16,23:00,25.0,Passing clouds.,6,280.0,89.0,1009.0,4,894.55,3.86,19.02,1.27,16.45,30.72,34.21,5.26
2021-10-17 00:00:00,2021-10-17,00:00,25.0,Passing clouds.,6,310.0,94.0,1009.0,4,1028.06,6.09,18.17,1.27,17.88,32.67,37.14,5.95
2021-10-17 01:00:00,2021-10-17,01:00,25.0,Passing clouds.,26,290.0,94.0,1009.0,4,1214.98,10.06,19.71,3.13,22.89,34.71,40.11,6.33
2021-10-17 02:00:00,2021-10-17,02:00,23.0,Partly cloudy.,24,290.0,94.0,1008.0,4,1321.79,10.84,24.33,7.15,27.42,36.31,42.52,6.4
2021-10-17 03:00:00,2021-10-17,03:00,,,,,,,4,1295.09,7.71,28.79,18.06,29.8,36.52,42.72,6.33
2021-10-17 04:00:00,2021-10-17,04:00,24.0,Partly cloudy.,17,320.0,94.0,1007.0,4,1028.06,3.69,21.59,68.67,24.56,35.28,39.96,5.38
2021-10-17 05:00:00,2021-10-17,05:00,24.0,Partly cloudy.,15,320.0,89.0,1007.0,4,834.47,1.76,18.51,85.12,21.94,30.97,34.59,5.0
2021-10-17 06:00:00,2021-10-17,06:00,23.0,Broken clouds.,13,320.0,94.0,1008.0,4,727.65,1.45,16.62,85.83,20.5,26.48,29.55,4.88
2021-10-17 07:00:00,2021-10-17,07:00,,,,,,,2,640.87,0.38,16.11,60.8,16.45,18.49,20.74,4.18
2021-10-17 08:00:00,2021-10-17,08:00,25.0,Partly sunny.,6,0.0,83.0,1010.0,2,640.87,0.14,20.22,37.55,18.36,16.27,18.37,4.24
2021-10-17 09:00:00,2021-10-17,09:00,25.0,Partly sunny.,7,310.0,83.0,1010.0,2,680.92,0.08,24.33,26.11,21.46,17.37,19.67,4.75
2021-10-17 10:00:00,2021-10-17,10:00,26.0,Partly sunny.,17,310.0,84.0,1010.0,3,881.2,1.38,37.7,9.39,32.42,23.51,26.97,6.59
2021-10-17 11:00:00,2021-10-17,11:00,28.0,Partly sunny.,13,310.0,74.0,1010.0,4,1108.17,8.05,40.78,0.5,38.62,31.19,36.03,7.6
2021-10-17 12:00:00,2021-10-17,12:00,29.0,Broken clouds.,9,310.0,74.0,1009.0,4,1201.63,11.4,34.96,0.11,35.76,36.31,41.96,7.6
2021-10-17 13:00:00,2021-10-17,13:00,29.0,Broken clouds.,6,0.0,74.0,1008.0,5,1575.47,18.77,32.9,0.01,38.15,53.97,63.06,10.51
2021-10-17 14:00:00,2021-10-17,14:00,30.0,Partly sunny.,4,0.0,70.0,1007.0,5,1976.01,28.16,31.87,0.0,41.96,76.19,89.58,13.3
2021-10-17 15:00:00,2021-10-17,15:00,30.0,Partly sunny.,9,270.0,66.0,1007.0,5,2216.34,32.63,31.19,0.0,42.92,91.35,107.66,15.33
2021-10-17 16:00:00,2021-10-17,16:00,30.0,Partly sunny.,7,270.0,66.0,1007.0,5,2937.32,47.83,28.45,0.0,41.96,128.46,151.99,22.04
2021-10-17 17:00:00,2021-10-17,17:00,29.0,Broken clouds.,6,260.0,74.0,1007.0,5,3845.22,72.42,26.05,0.0,45.78,172.74,197.9,28.63
2021-10-17 18:00:00,2021-10-17,18:00,28.0,Passing clouds.,7,240.0,79.0,1007.0,5,4753.11,103.71,29.13,0.0,68.67,229.37,256.62,43.06
2021-10-17 19:00:00,2021-10-17,19:00,27.0,Passing clouds.,7,250.0,84.0,1008.0,5,5340.58,126.96,34.62,0.0,94.41,277.99,305.93,60.8
2021-10-17 20:00:00,2021-10-17,20:00,26.0,Passing clouds.,4,0.0,94.0,1009.0,5,5500.79,139.48,37.36,0.0,101.09,309.29,336.77,63.84
2021-10-17 21:00:00,2021-10-17,21:00,26.0,Passing clouds.,2,30.0,94.0,1010.0,5,5554.2,148.42,41.81,0.0,98.23,333.25,360.97,53.7
2021-10-17 22:00:00,2021-10-17,22:00,26.0,Passing clouds.,4,50.0,94.0,1010.0,5,5020.14,143.05,51.41,0.0,99.18,317.19,346.07,37.49
2021-10-17 23:00:00,2021-10-17,23:00,26.0,Passing clouds.,6,0.0,94.0,1010.0,5,4966.74,146.63,53.47,0.0,93.46,322.89,354.56,29.13
2021-10-18 00:00:00,2021-10-18,00:00,27.0,Passing clouds.,4,130.0,89.0,1009.0,5,5500.79,166.3,52.78,0.09,96.32,359.55,397.74,27.11
2021-10-18 01:00:00,2021-10-18,01:00,26.0,Passing clouds.,0,0.0,94.0,1009.0,5,3631.59,177.03,90.48,0.76,213.62,303.13,328.07,7.22
2021-10-18 02:00:00,2021-10-18,02:00,,,,,,,5,3631.59,168.09,91.85,1.63,219.35,270.47,293.55,9.12
2021-10-18 03:00:00,2021-10-18,03:00,26.0,Passing clouds.,2,50.0,94.0,1008.0,5,3097.53,113.55,82.25,3.09,165.94,183.57,202.92,11.15
2021-10-18 04:00:00,2021-10-18,04:00,26.0,Passing clouds.,4,80.0,94.0,1008.0,5,1388.55,31.29,53.47,5.81,65.8,68.43,79.4,7.92
2021-10-18 05:00:00,2021-10-18,05:00,26.0,Passing clouds.,4,0.0,94.0,1009.0,4,854.49,10.84,41.47,7.24,41.49,33.05,40.47,6.9
2021-10-18 06:00:00,2021-10-18,06:00,26.0,Scattered clouds.,4,0.0,94.0,1009.0,4,727.65,3.47,37.7,17.52,34.81,25.34,31.01,6.14
2021-10-18 07:00:00,2021-10-18,07:00,,,,,,,4,727.65,1.54,35.99,36.84,34.33,28.45,33.37,6.02
2021-10-18 08:00:00,2021-10-18,08:00,29.0,Partly sunny.,2,0.0,74.0,1011.0,4,767.71,1.19,37.01,55.79,36.24,37.53,42.7,6.33
2021-10-18 09:00:00,2021-10-18,09:00,29.0,Partly sunny.,6,0.0,74.0,1012.0,4,774.38,0.73,37.01,58.65,34.81,39.88,45.29,6.14
2021-10-18 10:00:00,2021-10-18,10:00,30.0,Partly sunny.,7,140.0,70.0,1011.0,4,1041.41,0.44,49.35,35.76,41.01,44.51,52.71,8.49
2021-10-18 11:00:00,2021-10-18,11:00,31.0,Partly sunny.,7,0.0,66.0,1011.0,5,1455.31,1.06,59.63,11.44,46.73,55.05,67.57,10.64
2021-10-18 12:00:00,2021-10-18,12:00,31.0,Partly sunny.,11,170.0,70.0,1010.0,5,1695.63,5.64,57.58,1.88,48.64,66.13,82.73,11.15
2021-10-18 13:00:00,2021-10-18,13:00,32.0,Partly sunny.,9,140.0,67.0,1009.0,5,1895.9,12.18,50.04,0.24,47.68,78.12,99.38,11.53
2021-10-18 14:00:00,2021-10-18,14:00,32.0,Partly sunny.,9,160.0,63.0,1008.0,5,1976.01,17.43,43.18,0.04,43.87,85.36,111.05,11.78
2021-10-18 15:00:00,2021-10-18,15:00,32.0,Scattered clouds.,11,140.0,59.0,1008.0,5,2056.12,21.91,37.7,0.01,42.44,89.26,118.24,12.16
2021-10-18 16:00:00,2021-10-18,16:00,31.0,Passing clouds.,11,140.0,66.0,1008.0,5,2056.12,24.81,34.96,0.01,40.05,88.43,118.84,11.4
2021-10-18 17:00:00,2021-10-18,17:00,30.0,Passing clouds.,13,130.0,66.0,1008.0,5,1842.5,23.02,34.27,0.01,34.81,78.83,106.74,8.99
2021-10-18 18:00:00,2021-10-18,18:00,29.0,Passing clouds.,13,130.0,74.0,1009.0,5,1548.77,18.33,33.24,0.03,30.99,72.21,95.99,7.79
2021-10-18 19:00:00,2021-10-18,19:00,29.0,Passing clouds.,7,150.0,74.0,1010.0,5,1375.2,16.99,31.87,0.03,31.47,72.58,92.94,7.73
2021-10-18 20:00:00,2021-10-18,20:00,,,,,,,5,1268.39,18.11,29.82,0.02,33.38,71.44,89.51,7.79
2021-10-18 21:00:00,2021-10-18,21:00,28.0,Passing clouds.,9,140.0,79.0,1012.0,5,1161.58,19.67,26.73,0.01,34.81,66.0,82.45,7.79
2021-10-18 22:00:00,2021-10-18,22:00,28.0,Passing clouds.,7,140.0,84.0,1013.0,5,1054.76,22.35,23.99,0.01,36.24,56.59,71.52,7.6
2021-10-18 23:00:00,2021-10-18,23:00,27.0,Passing clouds.,9,140.0,89.0,1013.0,5,1081.47,29.95,22.28,0.0,43.39,52.89,67.58,8.23
2021-10-19 00:00:00,2021-10-19,00:00,27.0,Passing clouds.,6,0.0,89.0,1013.0,5,1388.55,45.6,24.33,0.91,61.99,61.77,78.47,11.27
2021-10-19 01:00:00,2021-10-19,01:00,26.0,Passing clouds.,6,100.0,94.0,1012.0,5,1495.36,50.52,33.24,4.56,80.11,59.78,75.66,11.78
2021-10-19 02:00:00,2021-10-19,02:00,27.0,Passing clouds.,4,0.0,89.0,1011.0,5,1575.47,46.49,42.16,6.62,82.97,59.21,77.07,12.41
2021-10-19 03:00:00,2021-10-19,03:00,26.0,Passing clouds.,4,0.0,94.0,1011.0,5,1482.01,39.79,48.67,4.29,84.88,57.07,76.99,13.05
2021-10-19 04:00:00,2021-10-19,04:00,26.0,Passing clouds.,2,0.0,94.0,1011.0,4,907.9,5.98,52.78,12.16,51.5,40.0,49.9,7.03
2021-10-19 05:00:00,2021-10-19,05:00,26.0,Passing clouds.,4,0.0,94.0,1012.0,4,801.09,2.57,45.24,22.35,45.78,35.91,42.58,5.83
2021-10-19 06:00:00,2021-10-19,06:00,26.0,Passing clouds.,2,0.0,94.0,1013.0,4,794.41,2.85,41.47,30.04,43.39,33.86,39.43,5.51
2021-10-19 07:00:00,2021-10-19,07:00,28.0,Passing clouds.,2,0.0,89.0,1014.0,4,834.47,4.47,41.13,38.98,43.87,33.27,38.26,5.45
2021-10-19 08:00:00,2021-10-19,08:00,30.0,Scattered clouds.,7,150.0,79.0,1014.0,4,907.9,4.47,45.93,40.41,47.68,36.53,41.6,5.76
2021-10-19 09:00:00,2021-10-19,09:00,30.0,Partly sunny.,13,140.0,75.0,1014.0,4,974.66,3.91,49.35,37.91,48.16,41.15,46.6,5.95
2021-10-19 10:00:00,2021-10-19,10:00,32.0,Partly sunny.,9,130.0,67.0,1014.0,5,1455.31,6.93,65.8,13.41,58.17,56.0,64.65,9.12
2021-10-19 11:00:00,2021-10-19,11:00,31.0,Partly sunny.,15,80.0,66.0,1013.0,5,2243.04,27.27,67.86,0.15,71.53,78.04,91.97,12.29
2021-10-19 12:00:00,2021-10-19,12:00,33.0,Scattered clouds.,9,120.0,59.0,1012.0,5,2883.91,53.2,63.75,0.0,83.92,102.24,121.53,13.81
2021-10-19 13:00:00,2021-10-19,13:00,32.0,Scattered clouds.,9,170.0,67.0,1011.0,5,3791.81,76.89,60.32,0.0,85.83,140.37,170.61,17.23
2021-10-19 14:00:00,2021-10-19,14:00,31.0,Scattered clouds.,17,150.0,75.0,1010.0,5,4646.3,93.88,53.47,0.0,77.25,182.77,227.47,20.01
2021-10-19 15:00:00,2021-10-19,15:00,31.0,Scattered clouds.,13,160.0,66.0,1010.0,5,5073.55,101.92,46.61,0.0,70.57,214.93,270.82,21.28
2021-10-19 16:00:00,2021-10-19,16:00,32.0,Scattered clouds.,7,150.0,63.0,1010.0,5,5126.95,103.71,39.07,0.0,61.99,224.06,286.05,20.27
2021-10-19 17:00:00,2021-10-19,17:00,30.0,Scattered clouds.,13,120.0,75.0,1011.0,5,4592.9,95.67,32.9,0.0,49.59,197.33,257.55,16.21
2021-10-19 18:00:00,2021-10-19,18:00,30.0,Passing clouds.,9,150.0,75.0,1011.0,5,3738.4,81.36,28.1,0.0,41.96,159.61,212.55,14.82
2021-10-19 19:00:00,2021-10-19,19:00,29.0,Passing clouds.,11,130.0,79.0,1012.0,5,3070.83,70.63,25.02,0.0,38.62,136.98,176.56,13.81
2021-10-19 20:00:00,2021-10-19,20:00,29.0,Passing clouds.,13,120.0,84.0,1013.0,5,2376.56,57.22,23.65,0.0,35.29,110.15,139.06,10.77
2021-10-19 21:00:00,2021-10-19,21:00,27.0,Passing clouds.,7,70.0,89.0,1014.0,5,1602.17,37.55,23.65,0.0,34.33,72.36,91.77,8.49
2021-10-19 22:00:00,2021-10-19,22:00,28.0,Passing clouds.,7,140.0,89.0,1014.0,4,894.55,20.79,26.73,0.02,41.49,33.49,43.56,6.21
2021-10-19 23:00:00,2021-10-19,23:00,28.0,Passing clouds.,6,0.0,89.0,1014.0,4,867.84,27.27,28.45,0.0,52.93,31.37,39.52,6.52
2021-10-20 00:00:00,2021-10-20,00:00,27.0,Passing clouds.,4,0.0,89.0,1013.0,4,1081.47,40.23,31.53,0.01,68.67,41.27,50.78,8.49
2021-10-20 01:00:00,2021-10-20,01:00,27.0,Passing clouds.,4,0.0,89.0,1012.0,5,1361.85,50.52,35.99,0.02,82.02,51.23,62.25,9.88
2021-10-20 02:00:00,2021-10-20,02:00,27.0,Passing clouds.,6,0.0,89.0,1012.0,5,1615.52,65.27,40.44,0.01,101.09,62.15,74.81,11.02
2021-10-20 03:00:00,2021-10-20,03:00,26.0,Passing clouds.,2,0.0,94.0,1012.0,5,1815.8,84.04,45.24,0.0,123.98,74.25,88.78,12.03
2021-10-20 04:00:00,2021-10-20,04:00,26.0,Passing clouds.,4,0.0,94.0,1012.0,5,2216.34,104.61,45.24,0.0,135.42,92.69,110.82,13.43
2021-10-20 05:00:00,2021-10-20,05:00,26.0,Passing clouds.,4,0.0,100.0,1012.0,5,2883.91,132.32,43.87,0.0,141.14,117.45,140.21,15.2
2021-10-20 06:00:00,2021-10-20,06:00,26.0,Fog.,0,0.0,94.0,1013.0,5,3257.75,135.9,44.55,0.0,135.42,122.33,145.76,15.71
2021-10-20 07:00:00,2021-10-20,07:00,27.0,Fog.,6,20.0,94.0,1014.0,5,2883.91,104.61,42.84,0.01,103.0,98.44,118.35,14.44
2021-10-20 08:00:00,2021-10-20,08:00,28.0,Fog.,4,0.0,89.0,1014.0,5,2429.96,84.04,41.81,0.02,87.74,77.52,94.14,12.03
2021-10-20 09:00:00,2021-10-20,09:00,31.0,Scattered clouds.,2,0.0,75.0,1014.0,5,2029.42,71.53,44.55,0.04,84.88,60.94,74.99,10.01
2021-10-20 10:00:00,2021-10-20,10:00,32.0,Scattered clouds.,2,0.0,67.0,1014.0,4,1588.82,54.09,45.24,0.02,72.48,43.34,54.46,7.85
2021-10-20 11:00:00,2021-10-20,11:00,31.0,Partly sunny.,7,340.0,75.0,1013.0,4,1762.39,58.12,44.55,0.0,76.29,46.91,58.36,8.87
2021-10-20 12:00:00,2021-10-20,12:00,29.0,Rain showers. Scattered clouds.,4,0.0,84.0,1012.0,5,2029.42,71.53,45.93,0.0,92.51,61.04,74.59,11.65
2021-10-20 13:00:00,2021-10-20,13:00,31.0,Thunderstorms. Scattered clouds.,4,0.0,75.0,1010.0,5,2349.85,86.73,48.67,0.0,108.72,81.06,97.16,14.19
2021-10-20 14:00:00,2021-10-20,14:00,29.0,Thunderstorms. Scattered clouds.,9,240.0,84.0,1010.0,5,2456.67,87.62,52.09,0.0,108.72,92.68,110.18,12.92
2021-10-20 15:00:00,2021-10-20,15:00,25.0,Thunderstorms. Scattered clouds.,15,210.0,100.0,1010.0,5,2243.04,69.74,52.09,0.0,88.69,86.72,104.21,10.39
2021-10-20 16:00:00,2021-10-20,16:00,26.0,Broken clouds.,15,200.0,100.0,1010.0,5,2056.12,53.2,46.61,0.0,64.85,79.19,96.21,9.25
2021-10-20 17:00:00,2021-10-20,17:00,26.0,Broken clouds.,6,0.0,94.0,1011.0,5,1976.01,47.39,40.1,0.0,49.59,74.34,89.49,8.36
2021-10-20 18:00:00,2021-10-20,18:00,25.0,Partly cloudy.,4,0.0,100.0,1012.0,5,1815.8,42.92,35.3,0.0,42.92,67.75,80.93,8.61
2021-10-20 19:00:00,2021-10-20,19:00,25.0,Light rain. Partly cloudy.,6,0.0,100.0,1012.0,5,1682.28,42.02,31.87,0.0,40.53,67.89,80.94,9.88
2021-10-20 20:00:00,2021-10-20,20:00,25.0,Light rain. Partly cloudy.,4,0.0,100.0,1013.0,5,1708.98,46.49,28.79,0.0,37.67,75.6,89.24,10.89
2021-10-20 21:00:00,2021-10-20,21:00,25.0,Partly cloudy.,2,0.0,100.0,1014.0,5,1762.39,48.73,26.05,0.0,33.85,82.87,96.28,11.4
2021-10-20 22:00:00,2021-10-20,22:00,25.0,Partly cloudy.,0,0.0,100.0,1014.0,5,1762.39,48.73,24.33,0.0,32.9,85.13,96.8,10.51
2021-10-20 23:00:00,2021-10-20,23:00,26.0,Partly cloudy.,6,0.0,94.0,1014.0,5,1789.09,48.28,22.96,0.0,34.81,85.21,96.3,10.64
2021-10-21 00:00:00,2021-10-21,00:00,,,,,,,5,2109.53,53.2,22.62,0.03,41.49,93.63,107.75,13.68
2021-10-21 01:00:00,2021-10-21,01:00,25.0,Partly cloudy.,7,310.0,100.0,1012.0,5,2029.42,71.53,33.24,0.13,83.92,89.59,104.99,12.92
2021-10-21 02:00:00,2021-10-21,02:00,25.0,Partly cloudy.,4,0.0,100.0,1012.0,5,2269.75,87.62,40.78,0.02,111.58,95.56,114.45,14.69
2021-10-21 03:00:00,2021-10-21,03:00,25.0,Light rain. Partly cloudy.,6,340.0,100.0,1012.0,5,2243.04,84.04,46.61,0.02,121.12,89.01,109.99,16.21
2021-10-21 04:00:00,2021-10-21,04:00,25.0,Light rain. Partly cloudy.,4,0.0,94.0,1012.0,5,1428.6,40.23,48.67,0.18,86.78,50.96,64.13,10.51
2021-10-21 05:00:00,2021-10-21,05:00,25.0,Fog.,6,0.0,94.0,1011.0,4,1161.58,28.39,50.04,0.15,79.16,36.59,46.39,9.12
2021-10-21 06:00:00,2021-10-21,06:00,,,,,,,4,988.01,20.56,47.3,1.59,65.8,26.45,34.75,7.92
2021-10-21 07:00:00,2021-10-21,07:00,25.0,Fog.,2,0.0,100.0,1012.0,3,854.49,12.41,47.3,7.42,53.88,20.67,27.47,6.97
2021-10-21 08:00:00,2021-10-21,08:00,27.0,Scattered clouds.,4,0.0,89.0,1013.0,3,827.79,7.15,51.41,13.59,51.02,20.31,26.48,6.84
2021-10-21 09:00:00,2021-10-21,09:00,28.0,Partly sunny.,4,0.0,79.0,1013.0,2,801.09,3.27,50.72,16.09,44.35,18.21,23.99,6.21
2021-10-21 10:00:00,2021-10-21,10:00,30.0,Passing clouds.,4,0.0,70.0,1013.0,3,1148.22,9.84,53.47,3.44,48.64,23.89,32.84,8.74
2021-10-21 11:00:00,2021-10-21,11:00,32.0,Passing clouds.,7,120.0,67.0,1012.0,4,1562.12,26.15,45.24,0.03,52.93,33.39,46.5,11.15
2021-10-21 12:00:00,2021-10-21,12:00,32.0,Passing clouds.,9,150.0,63.0,1011.0,4,1735.69,33.98,37.36,0.0,52.45,42.49,59.33,11.91
2021-10-21 13:00:00,2021-10-21,13:00,32.0,Partly sunny.,7,160.0,59.0,1010.0,5,2376.56,45.6,33.24,0.0,51.5,72.68,98.21,13.81
2021-10-21 14:00:00,2021-10-21,14:00,32.0,Scattered clouds.,9,120.0,63.0,1010.0,5,3417.97,64.37,32.56,0.0,53.88,124.38,163.46,17.48
2021-10-21 15:00:00,2021-10-21,15:00,32.0,Scattered clouds.,11,190.0,67.0,1009.0,5,4432.68,85.83,33.24,0.0,59.13,179.33,232.41,22.29
2021-10-21 16:00:00,2021-10-21,16:00,31.0,Scattered clouds.,13,150.0,70.0,1009.0,5,5126.95,105.5,33.93,0.0,61.04,220.64,284.44,25.08
2021-10-21 17:00:00,2021-10-21,17:00,29.0,Broken clouds.,15,130.0,74.0,1010.0,5,5180.36,113.55,33.59,0.0,54.84,220.57,281.57,21.28
2021-10-21 18:00:00,2021-10-21,18:00,28.0,Passing clouds.,9,140.0,79.0,1011.0,5,4699.71,109.08,32.56,0.0,49.11,198.56,248.37,20.01
2021-10-21 19:00:00,2021-10-21,19:00,28.0,Passing clouds.,6,0.0,79.0,1012.0,5,4165.65,100.14,30.16,0.0,44.35,181.3,222.7,18.75
2021-10-21 20:00:00,2021-10-21,20:00,27.0,Passing clouds.,6,310.0,84.0,1012.0,5,3631.59,92.09,27.76,0.0,41.01,166.65,201.02,17.23
2021-10-21 21:00:00,2021-10-21,21:00,26.0,Passing clouds.,4,330.0,89.0,1013.0,5,3177.64,83.15,25.71,0.0,39.1,150.72,178.53,16.21
2021-10-21 22:00:00,2021-10-21,22:00,26.0,Passing clouds.,6,0.0,89.0,1013.0,5,2696.99,71.53,23.65,0.0,38.62,129.98,153.57,15.71
2021-10-21 23:00:00,2021-10-21,23:00,26.0,Passing clouds.,2,0.0,89.0,1013.0,5,2403.26,65.27,21.08,0.0,39.1,114.76,137.65,14.57
2021-10-22 00:00:00,2021-10-22,00:00,25.0,Passing clouds.,4,20.0,94.0,1012.0,5,2750.4,73.31,19.88,0.07,48.16,122.25,150.04,16.72
2021-10-22 01:00:00,2021-10-22,01:00,25.0,Passing clouds.,6,80.0,94.0,1011.0,5,1682.28,59.9,39.41,0.32,89.65,68.92,85.32,11.02
2021-10-22 02:00:00,2021-10-22,02:00,25.0,Passing clouds.,6,70.0,94.0,1011.0,5,1789.09,63.48,42.5,0.22,102.04,63.59,78.12,11.53
2021-10-22 03:00:00,2021-10-22,03:00,25.0,Passing clouds.,2,0.0,94.0,1011.0,5,1695.63,60.8,42.5,0.24,102.04,56.04,68.63,11.4
2021-10-22 04:00:00,2021-10-22,04:00,25.0,Passing clouds.,4,80.0,94.0,1011.0,4,961.3,17.21,48.67,6.17,60.56,28.12,35.22,6.84
2021-10-22 05:00:00,2021-10-22,05:00,25.0,Passing clouds.,7,70.0,94.0,1011.0,3,834.47,11.96,47.98,9.03,55.79,23.05,29.03,6.33
2021-10-22 06:00:00,2021-10-22,06:00,25.0,Partly sunny.,4,90.0,94.0,1012.0,3,847.82,12.63,47.98,8.32,56.74,23.11,29.02,6.59
2021-10-22 07:00:00,2021-10-22,07:00,28.0,Scattered clouds.,2,0.0,84.0,1013.0,4,947.95,16.09,53.47,1.9,65.8,26.74,33.05,7.47
2021-10-22 08:00:00,2021-10-22,08:00,29.0,Passing clouds.,6,0.0,79.0,1013.0,4,1134.87,30.85,54.84,0.65,84.88,35.64,43.12,8.99
2021-10-22 09:00:00,2021-10-22,09:00,31.0,Scattered clouds.,6,0.0,70.0,1014.0,4,1375.2,46.49,58.26,0.17,103.95,46.56,55.34,10.01
2021-10-22 10:00:00,2021-10-22,10:00,31.0,Scattered clouds.,13,130.0,70.0,1014.0,5,1949.31,72.42,67.17,0.03,129.7,67.0,78.8,11.53
2021-10-22 11:00:00,2021-10-22,11:00,32.0,Scattered clouds.,9,140.0,67.0,1012.0,5,2670.29,92.09,80.2,0.0,143.05,89.36,104.54,11.15
2021-10-22 12:00:00,2021-10-22,12:00,32.0,Scattered clouds.,7,120.0,67.0,1011.0,5,2750.4,79.57,84.31,0.0,123.98,95.02,111.82,10.01
2021-10-22 13:00:00,2021-10-22,13:00,30.0,Thunderstorms. Scattered clouds.,13,80.0,75.0,1011.0,5,2696.99,59.9,69.92,0.0,83.92,98.81,118.86,11.4
2021-10-22 14:00:00,2021-10-22,14:00,29.0,Scattered clouds.,11,230.0,74.0,1010.0,5,2964.02,57.22,53.47,0.0,62.94,115.41,142.2,13.93
2021-10-22 15:00:00,2021-10-22,15:00,30.0,Scattered clouds.,4,0.0,75.0,1010.0,5,3311.16,62.59,44.55,0.0,59.13,136.87,169.95,16.97
2021-10-22 16:00:00,2021-10-22,16:00,29.0,Scattered clouds.,9,200.0,79.0,1010.0,5,4539.49,90.3,38.04,0.0,57.7,198.62,245.66,22.04
2021-10-22 17:00:00,2021-10-22,17:00,28.0,Broken clouds.,6,0.0,89.0,1010.0,5,5607.61,121.59,31.87,0.0,51.5,248.66,304.56,23.31
2021-10-22 18:00:00,2021-10-22,18:00,28.0,Partly cloudy.,2,0.0,89.0,1011.0,5,5607.61,128.75,27.08,0.0,45.3,251.52,297.17,26.6
2021-10-22 19:00:00,2021-10-22,19:00,27.0,Partly cloudy.,7,20.0,89.0,1012.0,5,4699.71,110.87,21.76,0.0,34.81,218.87,252.88,30.65
2021-10-22 20:00:00,2021-10-22,20:00,26.0,Partly cloudy.,4,0.0,94.0,1013.0,5,3738.4,87.62,16.97,0.0,22.17,177.78,201.77,20.52
2021-10-22 21:00:00,2021-10-22,21:00,27.0,Partly cloudy.,4,0.0,89.0,1013.0,5,2937.32,67.95,14.05,0.0,16.69,139.02,153.82,10.77
2021-10-22 22:00:00,2021-10-22,22:00,27.0,Partly cloudy.,11,20.0,89.0,1014.0,5,1321.79,25.03,19.19,0.0,16.69,57.4,64.22,5.7
2021-10-22 23:00:00,2021-10-22,23:00,26.0,Partly cloudy.,6,0.0,94.0,1014.0,4,1094.82,17.66,16.45,0.01,16.21,41.52,47.87,6.59
2021-10-23 00:00:00,2021-10-23,00:00,25.0,Partly cloudy.,4,40.0,100.0,1013.0,4,1174.93,19.0,15.08,0.41,20.03,39.96,48.81,8.61
2021-10-23 01:00:00,2021-10-23,01:00,25.0,Passing clouds.,0,0.0,100.0,1012.0,4,1268.39,24.36,20.39,1.0,33.85,38.69,48.95,8.99
2021-10-23 02:00:00,2021-10-23,02:00,25.0,Passing clouds.,6,40.0,100.0,1011.0,4,1468.66,31.74,25.36,1.15,44.35,43.0,55.59,10.39
2021-10-23 03:00:00,2021-10-23,03:00,25.0,Passing clouds.,4,0.0,100.0,1011.0,4,1468.66,34.42,30.5,1.38,53.88,43.27,56.91,11.4
2021-10-23 04:00:00,2021-10-23,04:00,25.0,Fog.,2,0.0,94.0,1011.0,3,747.68,6.04,37.01,9.21,36.24,20.28,27.29,5.76
2021-10-23 05:00:00,2021-10-23,05:00,24.0,Fog.,7,0.0,100.0,1011.0,2,580.79,1.79,32.56,15.74,29.56,14.12,19.33,4.94
2021-10-23 06:00:00,2021-10-23,06:00,24.0,Passing clouds.,4,50.0,100.0,1012.0,2,534.06,1.17,30.16,19.13,27.18,11.84,16.39,4.94
